Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,F:System.Windows.Forms.Keys.Right,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,83,5,"M:System.Windows.Forms.KeyEventHandler.Invoke(System.Object,System.Windows.Forms.KeyEventArgs)",,,,,"NavigationKeyDown?.Invoke(this, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,83,5,T:System.Windows.Forms.KeyEventHandler,,,,,"NavigationKeyDown?.Invoke(this, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,83,5,T:System.Windows.Forms.KeyEventHandler,,,,,"NavigationKeyDown?.Invoke(this, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,T:System.Windows.Forms.Keys,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,T:System.Windows.Forms.Keys,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,F:System.Windows.Forms.Keys.Down,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,T:System.Windows.Forms.Keys,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,T:System.Windows.Forms.Keys,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\MixEmul\MixEmul.csproj,File,src\MixEmul\Components\DeviceWordEditor.cs,77,3,F:System.Windows.Forms.Keys.Up,,,,,"switch (e.KeyCode)  			{  				case Keys.Prior:  				case Keys.Next:  				case Keys.Up:  				case Keys.Down:  					NavigationKeyDown?.Invoke(this, e);  					break;    				case Keys.Right:  					break;  			}"
